,age,balance,day,duration,campaign,pdays,previous
8277,31,1170,2,120,2,-1,0
8278,41,1905,2,164,4,-1,0
8279,35,532,2,375,1,-1,0
8280,40,2635,2,20,21,-1,0
8281,49,180,2,392,3,-1,0
8282,31,4040,2,213,2,-1,0
8283,32,2,2,18,1,-1,0
8284,58,2073,2,393,3,-1,0
8285,32,0,2,746,2,-1,0
8286,42,-480,2,351,6,-1,0
8287,39,4136,2,142,3,-1,0
8288,36,-2,2,316,1,-1,0
8289,42,4,2,229,8,-1,0
8290,27,1,2,261,8,-1,0
8291,35,2387,2,289,2,-1,0
8292,38,1495,2,74,3,-1,0
8293,31,-218,2,227,15,-1,0
8294,31,-617,2,115,2,-1,0
8295,30,500,2,178,2,-1,0
8296,33,2364,2,154,2,-1,0
8297,35,456,2,100,4,-1,0
8298,51,0,2,61,7,-1,0
8299,47,68,2,754,2,-1,0
8300,36,5195,2,55,25,-1,0
8301,34,1090,2,130,2,-1,0
8302,37,673,2,509,2,-1,0
8303,40,2418,2,181,16,-1,0
8304,33,1416,2,239,4,-1,0
8305,35,828,2,468,8,-1,0
8306,58,1604,2,358,3,-1,0
8307,28,1540,2,442,11,-1,0
8308,36,0,2,1576,3,-1,0
8309,41,-18,2,83,6,-1,0
8310,41,-106,2,134,3,-1,0
8311,43,1,2,28,8,-1,0
8312,59,104,2,92,5,-1,0
8313,43,498,2,73,5,-1,0
8314,43,7343,2,217,4,-1,0
8315,50,33,2,134,8,-1,0
8316,58,3496,2,111,4,-1,0
8317,39,592,2,222,2,-1,0
8318,55,1108,2,75,4,-1,0
8319,44,-292,2,179,7,-1,0
8320,35,1708,2,110,3,-1,0
8321,48,235,2,58,4,-1,0
8322,37,-1050,2,548,2,-1,0
8323,31,2398,2,16,13,-1,0
8324,33,5234,2,213,3,-1,0
8325,37,954,2,402,9,-1,0
8326,33,3404,2,312,3,-1,0
8327,23,27,2,280,2,-1,0
8328,33,6285,2,689,3,-1,0
8329,49,355,2,253,7,-1,0
8330,51,0,2,184,5,-1,0
8331,43,4309,2,43,15,-1,0
8332,49,696,2,310,3,-1,0
8333,39,-718,2,90,4,-1,0
8334,38,-854,2,194,4,-1,0
8335,42,12282,2,984,4,-1,0
8336,29,0,2,85,4,-1,0
8337,31,-575,2,153,9,-1,0
8338,39,13,2,59,4,-1,0
8339,42,6445,2,20,8,-1,0
8340,40,1960,2,605,6,-1,0
8341,42,130,2,180,3,-1,0
8342,52,930,2,94,16,-1,0
8343,28,5149,2,232,3,-1,0
8344,29,260,2,707,14,-1,0
8345,44,-411,2,432,4,-1,0
8346,23,342,3,152,6,-1,0
8347,35,2529,3,104,7,-1,0
8348,41,412,3,154,5,-1,0
8349,60,11615,3,70,10,-1,0
8350,37,-165,3,48,2,-1,0
8351,36,3139,3,182,5,-1,0
8352,31,674,3,150,3,-1,0
8353,39,-360,3,209,2,-1,0
8354,46,43,3,86,5,-1,0
8355,30,265,3,67,10,-1,0
8356,45,-121,3,197,5,-1,0
8357,47,344,3,87,1,-1,0
8358,54,2423,3,75,4,-1,0
8359,51,1186,3,450,3,-1,0
8360,31,7634,3,216,1,-1,0
8361,36,0,3,174,1,-1,0
8362,31,-446,3,180,1,-1,0
8363,39,277,3,20,8,-1,0
8364,38,648,3,179,1,-1,0
8365,49,-1193,3,73,1,-1,0
8366,58,107,3,55,1,-1,0
8367,28,468,3,222,1,-1,0
8368,43,-872,3,267,1,-1,0
8369,55,1695,3,69,2,-1,0
8370,31,-292,3,186,1,-1,0
8371,52,196,3,63,1,-1,0
8372,35,914,3,166,1,-1,0
8373,41,734,3,332,3,-1,0
8374,25,120,3,542,1,-1,0
8375,37,1125,3,301,1,-1,0
8376,31,1166,3,207,1,-1,0
8377,34,13683,3,115,3,-1,0
8378,32,-790,3,159,1,-1,0
8379,46,231,3,117,1,-1,0
8380,30,3809,3,159,4,-1,0
8381,42,255,3,238,2,-1,0
8382,33,34,3,161,1,-1,0
8383,32,1279,3,1173,3,-1,0
8384,38,-562,3,206,1,-1,0
8385,30,-938,3,438,1,-1,0
8386,29,2893,3,250,1,-1,0
8387,43,-120,3,46,1,-1,0
8388,41,-256,3,147,2,-1,0
8389,30,-306,3,275,1,-1,0
8390,42,344,3,26,7,-1,0
8391,37,1772,3,202,1,-1,0
8392,31,86,3,963,2,-1,0
8393,26,92,3,50,4,-1,0
8394,25,2096,3,236,2,-1,0
8395,51,1355,3,272,1,-1,0
8396,30,418,3,112,1,-1,0
8397,30,457,3,384,5,-1,0
8398,28,1323,3,361,1,-1,0
8399,27,450,3,49,1,-1,0
8400,26,317,3,953,1,-1,0
8401,54,1545,3,148,2,-1,0
8402,25,-589,3,233,1,-1,0
8403,26,3070,3,409,1,-1,0
8404,27,446,3,194,1,-1,0
8405,29,-475,3,538,2,-1,0
8406,21,2062,3,103,1,-1,0
8407,25,407,3,579,1,-1,0
8408,44,646,3,183,4,-1,0
8409,35,182,3,117,1,-1,0
8410,28,0,3,210,1,-1,0
8411,42,-129,3,175,1,-1,0
8412,29,1761,3,186,1,-1,0
8413,30,227,3,23,1,-1,0
8414,43,463,3,268,1,-1,0
8415,54,0,3,68,1,-1,0
8416,41,948,3,157,1,-1,0
8417,36,191,3,132,1,-1,0
8418,42,187,3,43,1,-1,0
8419,42,3689,3,363,1,-1,0
8420,36,743,3,517,1,-1,0
8421,52,575,3,315,1,-1,0
8422,40,-605,3,143,1,-1,0
8423,39,0,3,73,1,-1,0
8424,49,2068,3,45,1,-1,0
8425,41,2812,3,447,1,-1,0
8426,48,-154,3,342,3,-1,0
8427,50,1854,3,119,2,-1,0
8428,44,776,3,150,1,-1,0
8429,45,4466,3,110,1,-1,0
8430,49,9326,3,166,1,-1,0
8431,34,220,3,65,13,-1,0
8432,46,596,3,404,13,-1,0
8433,38,12926,3,280,1,-1,0
8434,48,2877,3,157,1,-1,0
8435,47,-127,3,170,3,-1,0
8436,58,3909,3,80,1,-1,0
8437,45,784,3,34,1,-1,0
8438,38,1221,3,258,1,-1,0
8439,37,1449,3,291,1,-1,0
8440,37,1534,3,126,4,-1,0
8441,37,1510,3,88,2,-1,0
8442,40,-754,3,941,3,-1,0
8443,23,1309,3,349,2,-1,0
8444,38,205,3,170,1,-1,0
8445,43,3862,3,102,1,-1,0
8446,55,873,3,131,1,-1,0
8447,53,358,3,384,1,-1,0
8448,42,2869,3,440,1,-1,0
8449,48,1669,3,143,1,-1,0
8450,36,13,3,284,1,-1,0
8451,45,0,3,290,1,-1,0
8452,28,1734,3,161,3,-1,0
8453,37,0,3,247,13,-1,0
8454,40,1734,3,123,4,-1,0
8455,44,3813,3,771,1,-1,0
8456,44,497,3,103,2,-1,0
8457,38,823,3,132,5,-1,0
8458,38,769,3,235,1,-1,0
8459,43,0,3,1025,7,-1,0
8460,37,67,3,45,2,-1,0
8461,37,-399,3,21,3,-1,0
8462,58,943,3,243,3,-1,0
8463,40,435,3,131,5,-1,0
8464,35,412,3,316,1,-1,0
8465,26,-630,3,192,2,-1,0
8466,34,6141,3,145,1,-1,0
8467,46,572,3,288,2,-1,0
8468,37,907,3,23,1,-1,0
8469,24,1073,3,569,2,-1,0
8470,33,334,3,23,1,-1,0
8471,32,471,3,379,2,-1,0
8472,36,16402,3,406,3,-1,0
8473,48,4408,3,106,6,-1,0
8474,57,519,3,393,3,-1,0
8475,39,270,3,116,1,-1,0
8476,31,746,3,25,1,-1,0
8477,35,-269,3,118,2,-1,0
8478,30,218,3,75,1,-1,0
8479,32,12686,3,54,1,-1,0
8480,39,572,3,235,1,-1,0
8481,38,27,3,404,4,-1,0
8482,37,0,3,126,1,-1,0
8483,30,-366,3,102,1,-1,0
8484,35,4788,3,227,1,-1,0
8485,49,-581,3,123,5,-1,0
8486,30,346,3,135,1,-1,0
8487,23,1311,3,100,3,-1,0
8488,32,725,3,303,1,-1,0
8489,27,178,3,732,2,-1,0
8490,30,2186,3,366,1,-1,0
8491,32,974,3,228,1,-1,0
8492,31,1588,3,14,1,-1,0
8493,32,1464,3,193,1,-1,0
8494,32,931,3,409,1,-1,0
8495,30,149,3,220,2,-1,0
8496,35,11,3,32,3,-1,0
8497,37,466,3,231,2,-1,0
8498,30,234,3,242,2,-1,0
8499,46,243,3,310,4,-1,0
8500,32,-107,3,216,2,-1,0
8501,34,618,3,119,4,-1,0
8502,33,6531,3,495,3,-1,0
8503,59,202,3,128,6,-1,0
8504,30,0,3,185,1,-1,0
8505,31,527,3,722,2,-1,0
8506,40,1698,3,240,5,-1,0
8507,31,2104,3,455,1,-1,0
8508,31,859,3,138,2,-1,0
8509,33,1021,3,361,3,-1,0
8510,27,691,3,418,2,-1,0
8511,31,-263,3,208,1,-1,0
8512,29,498,3,177,26,-1,0
8513,44,1588,3,84,15,-1,0
8514,36,35,3,435,3,-1,0
8515,37,341,3,120,2,-1,0
8516,24,66,3,825,1,-1,0
8517,51,1291,3,51,2,-1,0
8518,32,1780,3,238,6,-1,0
8519,36,1762,3,259,1,-1,0
8520,30,167,3,237,2,-1,0
8521,47,0,3,110,2,-1,0
8522,37,278,3,1045,3,-1,0
8523,27,818,3,188,5,-1,0
8524,32,277,3,231,12,-1,0
8525,47,-478,3,27,6,-1,0
8526,45,-221,3,170,1,-1,0
8527,28,269,3,615,1,-1,0
8528,53,4736,3,676,5,-1,0
8529,45,1373,3,192,4,-1,0
8530,33,3456,3,258,2,-1,0
8531,41,47,3,85,1,-1,0
8532,28,217,3,860,1,-1,0
8533,35,2188,3,680,2,-1,0
8534,47,17964,3,165,2,-1,0
8535,27,3110,3,356,2,-1,0
8536,30,855,3,235,2,-1,0
8537,40,1820,3,173,3,-1,0
8538,34,-42,3,294,2,-1,0
8539,39,1132,3,216,1,-1,0
8540,26,76,3,177,1,-1,0
8541,27,512,3,220,1,-1,0
8542,45,7858,3,641,2,-1,0
8543,43,2589,3,38,3,-1,0
8544,34,340,3,633,28,-1,0
8545,30,-63,3,94,1,-1,0
8546,45,147,3,478,2,-1,0
8547,43,429,3,35,32,-1,0
8548,48,3778,3,46,6,-1,0
8549,25,-80,3,89,1,-1,0
8550,35,56,3,130,1,-1,0
8551,29,243,3,35,1,-1,0
8552,38,-93,3,263,1,-1,0
8553,39,203,3,143,1,-1,0
8554,24,431,3,108,12,-1,0
8555,43,27733,3,164,7,-1,0
8556,28,3575,3,245,1,-1,0
8557,35,-437,3,43,5,-1,0
8558,31,124,3,154,4,-1,0
8559,23,425,3,768,1,-1,0
8560,40,919,3,327,2,-1,0
8561,38,1602,3,215,3,-1,0
8562,32,478,3,200,1,-1,0
8563,26,-488,3,320,1,-1,0
8564,25,168,3,801,1,-1,0
8565,31,0,3,31,5,-1,0
8566,32,258,3,114,3,-1,0
8567,43,25,3,236,7,-1,0
8568,39,208,3,201,2,-1,0
8569,36,-100,3,369,2,-1,0
8570,26,-36,3,482,2,-1,0
8571,44,-1621,3,171,5,-1,0
8572,47,126,3,2456,2,-1,0
8573,40,0,3,329,3,-1,0
8574,44,8938,3,94,18,-1,0
8575,30,7845,3,59,1,-1,0
8576,34,765,3,111,7,-1,0
8577,37,1325,3,72,3,-1,0
8578,30,1476,3,199,4,-1,0
8579,44,399,3,271,2,-1,0
8580,31,-24,3,589,6,-1,0
8581,41,146,3,199,1,-1,0
8582,35,0,3,113,3,-1,0
8583,38,0,3,179,2,-1,0
8584,31,60,3,215,10,-1,0
8585,54,559,3,242,6,-1,0
8586,35,692,3,129,1,-1,0
8587,49,0,3,50,3,-1,0
8588,26,17891,3,239,1,-1,0
8589,28,459,3,178,1,-1,0
8590,32,156,3,81,6,-1,0
8591,33,170,3,327,1,-1,0
8592,27,6010,3,604,1,-1,0
8593,31,-306,3,137,2,-1,0
8594,42,461,3,72,1,-1,0
8595,39,1078,3,199,3,-1,0
8596,34,912,3,372,1,-1,0
8597,25,895,3,167,1,-1,0
8598,45,21,3,788,2,-1,0
8599,28,3844,3,132,2,-1,0
8600,49,0,3,51,9,-1,0
8601,48,-6,3,161,1,-1,0
8602,44,1066,3,25,1,-1,0
8603,51,788,3,959,6,-1,0
8604,33,0,3,30,1,-1,0
8605,26,-224,3,189,1,-1,0
8606,23,-207,3,277,1,-1,0
8607,43,0,3,215,3,-1,0
8608,38,4630,3,133,3,-1,0
8609,57,910,3,183,2,-1,0
8610,40,1845,3,134,3,-1,0
8611,41,2195,3,211,5,-1,0
8612,43,705,3,80,4,-1,0
8613,39,661,3,220,3,-1,0
8614,37,2236,3,495,2,-1,0
8615,27,295,3,148,13,-1,0
8616,30,-18,3,157,2,-1,0
8617,39,1623,3,348,2,-1,0
8618,34,246,3,81,5,-1,0
8619,28,-298,3,559,7,-1,0
8620,43,3131,3,441,3,-1,0
8621,41,437,3,14,21,-1,0
8622,38,980,3,662,5,-1,0
8623,31,576,3,230,3,-1,0
8624,34,1254,3,87,3,-1,0
8625,61,296,3,323,2,-1,0
8626,38,2472,3,176,2,-1,0
8627,31,678,3,117,4,-1,0
8628,45,1893,3,1259,6,-1,0
8629,28,0,3,380,4,-1,0
8630,45,-547,3,214,2,-1,0
8631,39,766,3,350,3,-1,0
8632,29,711,3,136,4,-1,0
8633,26,544,3,56,5,-1,0
8634,36,27359,3,71,2,-1,0
8635,54,976,3,137,3,-1,0
8636,58,-205,3,497,2,-1,0
8637,45,194,3,81,2,-1,0
8638,30,256,3,276,2,-1,0
8639,52,70,3,68,2,-1,0
8640,28,302,3,248,9,-1,0
8641,42,1017,3,11,18,-1,0
8642,45,3638,3,313,7,-1,0
8643,57,-171,3,397,2,-1,0
8644,52,2251,3,58,9,-1,0
8645,39,0,3,164,2,-1,0
8646,35,-87,3,1363,7,-1,0
8647,39,548,3,296,2,-1,0
8648,28,1582,3,816,2,-1,0
8649,38,284,3,1030,6,-1,0
8650,38,10,3,266,10,-1,0
8651,30,432,3,180,3,-1,0
8652,31,-205,3,56,12,-1,0
8653,32,2796,3,143,8,-1,0
8654,44,2958,3,229,2,-1,0
8655,31,205,3,342,2,-1,0
8656,28,5611,3,340,2,-1,0
8657,37,1345,3,59,2,-1,0
8658,57,316,3,72,8,-1,0
8659,36,0,3,599,3,-1,0
8660,35,2201,3,354,3,-1,0
8661,34,90,3,77,8,-1,0
8662,38,635,3,157,2,-1,0
8663,58,50,3,109,4,-1,0
8664,39,46,3,187,2,-1,0
8665,45,1044,3,239,8,-1,0
8666,48,750,3,246,5,-1,0
8667,23,4084,3,118,7,-1,0
8668,42,147,3,254,21,-1,0
8669,35,298,3,281,7,-1,0
8670,29,2083,3,94,2,-1,0
8671,48,183,3,203,9,-1,0
8672,41,256,3,140,6,-1,0
8673,55,-208,3,148,2,-1,0
8674,27,1002,3,583,1,-1,0
8675,28,228,3,328,9,-1,0
8676,44,-574,3,172,2,-1,0
8677,37,277,3,87,6,-1,0
8678,57,1430,3,666,5,-1,0
8679,29,3931,3,73,4,-1,0
8680,53,43,3,70,6,-1,0
8681,27,3,3,68,6,-1,0
8682,32,131,3,267,3,-1,0
8683,25,2399,3,193,2,-1,0
8684,56,207,3,88,4,-1,0
8685,36,6290,3,19,20,-1,0
8686,34,654,3,604,14,-1,0
8687,42,-409,3,290,3,-1,0
8688,49,387,3,67,5,-1,0
8689,39,2615,3,88,6,-1,0
8690,50,3043,3,113,4,-1,0
8691,27,60,3,550,1,-1,0
8692,27,298,3,52,1,-1,0
8693,41,3,3,197,3,-1,0
8694,33,-409,3,235,3,-1,0
8695,34,224,3,120,11,-1,0
8696,30,3107,3,1516,2,-1,0
8697,26,1802,3,28,19,-1,0
8698,51,303,3,87,7,-1,0
8699,31,321,3,25,16,-1,0
8700,51,11222,3,151,7,-1,0
8701,29,4737,3,226,1,-1,0
8702,44,-505,3,113,11,-1,0
8703,28,1958,3,196,1,-1,0
8704,46,-335,3,272,1,-1,0
8705,23,8627,3,281,1,-1,0
8706,32,6281,3,1336,4,-1,0
8707,31,437,4,173,14,-1,0
8708,33,982,4,735,17,-1,0
8709,35,1128,4,457,1,-1,0
8710,36,7503,4,25,1,-1,0
8711,57,-461,4,145,8,-1,0
8712,36,895,4,622,1,-1,0
8713,41,-1136,4,89,1,-1,0
8714,41,400,4,99,6,-1,0
8715,45,1003,4,71,1,-1,0
8716,48,1938,4,407,1,-1,0
8717,29,-527,4,250,1,-1,0
8718,45,644,4,633,1,-1,0
8719,33,1165,4,462,2,-1,0
8720,51,-92,4,28,4,-1,0
8721,38,342,4,1138,1,-1,0
8722,59,1611,4,107,2,-1,0
8723,46,0,4,242,5,-1,0
8724,31,10787,4,135,2,-1,0
8725,49,308,4,96,3,-1,0
8726,33,39,4,66,4,-1,0
8727,34,258,4,131,2,-1,0
8728,42,336,4,46,2,-1,0
8729,41,454,4,267,2,-1,0
8730,49,-347,4,213,3,-1,0
8731,24,-389,4,1242,1,-1,0
8732,48,160,4,109,3,-1,0
8733,43,369,4,75,3,-1,0
8734,44,529,4,129,4,-1,0
8735,44,924,4,89,3,-1,0
8736,52,2002,4,103,4,-1,0
8737,54,215,4,71,5,-1,0
8738,43,365,4,406,2,-1,0
8739,42,344,4,66,2,-1,0
8740,36,136,4,38,2,-1,0
8741,41,-22,4,166,2,-1,0
8742,31,0,4,67,2,-1,0
8743,33,450,4,121,4,-1,0
8744,30,377,4,524,15,-1,0
8745,33,76,4,1141,4,-1,0
8746,37,780,4,125,5,-1,0
8747,27,1065,4,313,1,-1,0
8748,22,7982,4,18,1,-1,0
8749,29,943,4,355,1,-1,0
8750,28,0,4,237,1,-1,0
8751,59,284,4,265,2,-1,0
8752,51,1446,4,84,7,-1,0
8753,23,4409,4,299,1,-1,0
8754,29,-565,4,109,1,-1,0
8755,29,-271,4,578,1,-1,0
8756,60,1664,4,142,2,-1,0
8757,27,-1202,4,749,2,-1,0
8758,28,-625,4,102,1,-1,0
8759,29,1566,4,233,1,-1,0
8760,38,5839,4,984,2,-1,0
8761,34,-211,4,16,8,-1,0
8762,29,-309,4,215,1,-1,0
8763,35,5057,4,193,10,-1,0
8764,28,4,4,148,11,-1,0
8765,28,4013,4,386,1,-1,0
8766,29,708,4,194,1,-1,0
8767,57,137,4,91,4,-1,0
8768,26,-12,4,98,1,-1,0
8769,39,1386,4,193,2,-1,0
8770,27,4144,4,132,1,-1,0
8771,26,-285,4,279,1,-1,0
8772,36,3611,4,347,3,-1,0
8773,24,2019,4,1045,1,-1,0
8774,23,145,4,1519,1,-1,0
8775,25,556,4,361,1,-1,0
8776,24,0,4,204,1,-1,0
8777,21,-59,4,83,1,-1,0
8778,25,-276,4,105,1,-1,0
8779,34,587,4,77,8,-1,0
8780,30,773,4,29,1,-1,0
8781,27,6196,4,355,1,-1,0
8782,29,296,4,153,1,-1,0
8783,26,477,4,87,1,-1,0
8784,35,2008,4,178,6,-1,0
8785,27,648,4,174,1,-1,0
8786,25,330,4,605,1,-1,0
8787,23,492,4,638,1,-1,0
8788,22,111,4,89,1,-1,0
8789,31,-173,4,121,2,-1,0
8790,27,-132,4,216,1,-1,0
8791,23,966,4,83,2,-1,0
8792,24,262,4,69,3,-1,0
8793,29,353,4,184,1,-1,0
8794,24,476,4,161,1,-1,0
8795,25,493,4,301,1,-1,0
8796,27,76,4,236,1,-1,0
8797,30,-242,4,276,1,-1,0
8798,29,-37,4,182,1,-1,0
8799,33,355,4,87,3,-1,0
8800,21,-426,4,139,2,-1,0
8801,30,578,4,48,1,-1,0
8802,29,0,4,377,1,-1,0
8803,48,425,4,357,4,-1,0
8804,28,2385,4,119,2,-1,0
8805,25,2,4,264,2,-1,0
8806,28,509,4,121,2,-1,0
8807,29,4281,4,235,2,-1,0
8808,26,467,4,90,2,-1,0
8809,26,581,4,444,3,-1,0
8810,24,2726,4,283,1,-1,0
8811,27,99,4,767,2,-1,0
8812,27,1103,4,123,1,-1,0
8813,28,559,4,236,1,-1,0
8814,32,3756,4,85,3,-1,0
8815,52,907,4,104,2,-1,0
8816,27,-335,4,324,1,-1,0
8817,27,-713,4,525,2,-1,0
8818,22,967,4,525,1,-1,0
8819,28,191,4,238,1,-1,0
8820,23,-306,4,217,2,-1,0
8821,29,32,4,563,1,-1,0
8822,29,-8,4,433,2,-1,0
8823,37,117,4,52,1,-1,0
8824,60,387,4,235,1,-1,0
8825,51,-553,4,149,8,-1,0
8826,29,1634,4,402,2,-1,0
8827,26,-45,4,357,2,-1,0
8828,30,13052,4,140,1,-1,0
8829,49,5380,4,98,4,-1,0
8830,31,-341,4,171,3,-1,0
8831,30,88,4,219,1,-1,0
8832,30,543,4,1449,6,-1,0
8833,32,253,4,257,3,-1,0
8834,36,403,4,920,1,-1,0
8835,47,1143,4,79,1,-1,0
8836,27,0,4,103,2,-1,0
8837,26,178,4,833,2,-1,0
8838,40,0,4,97,1,-1,0
8839,43,433,4,45,1,-1,0
8840,28,0,4,205,6,-1,0
8841,27,-247,4,344,2,-1,0
8842,57,-226,4,272,1,-1,0
8843,32,273,4,204,1,-1,0
8844,27,881,4,156,3,-1,0
8845,38,43,4,213,1,-1,0
8846,36,606,4,159,1,-1,0
8847,45,0,4,153,6,-1,0
8848,30,635,4,29,2,-1,0
8849,48,2330,4,15,1,-1,0
8850,39,295,4,38,1,-1,0
8851,24,-141,4,654,2,-1,0
8852,29,-1083,4,139,2,-1,0
8853,35,300,4,81,1,-1,0
8854,30,17036,4,597,7,-1,0
8855,28,1010,4,174,2,-1,0
8856,50,1616,4,142,11,-1,0
8857,41,4594,4,393,11,-1,0
8858,58,5278,4,763,4,-1,0
8859,31,355,4,61,6,-1,0
8860,33,1808,4,99,4,-1,0
8861,35,2514,4,85,5,-1,0
8862,29,220,4,187,2,-1,0
8863,29,25,4,188,2,-1,0
8864,29,-303,4,298,3,-1,0
8865,29,0,4,113,2,-1,0
8866,28,1232,4,201,2,-1,0
8867,26,128,4,264,2,-1,0
8868,26,-82,4,23,2,-1,0
8869,24,681,4,180,2,-1,0
8870,26,-147,4,95,2,-1,0
8871,47,554,4,69,1,-1,0
8872,49,362,4,84,2,-1,0
8873,52,510,4,324,1,-1,0
8874,44,406,4,222,1,-1,0
8875,39,518,4,608,2,-1,0
8876,41,241,4,144,1,-1,0
8877,28,-227,4,298,2,-1,0
8878,53,579,4,1224,7,-1,0
8879,54,138,4,173,10,-1,0
8880,29,130,4,134,2,-1,0
8881,49,391,4,245,1,-1,0
8882,29,201,4,121,3,-1,0
8883,27,373,4,49,1,-1,0
8884,27,419,4,1181,2,-1,0
8885,28,655,4,606,2,-1,0
8886,44,-165,4,184,2,-1,0
8887,29,447,4,106,1,-1,0
8888,29,-489,4,249,2,-1,0
8889,35,437,4,908,1,-1,0
8890,46,296,4,92,2,-1,0
8891,25,-507,4,404,2,-1,0
8892,37,1354,4,207,4,-1,0
8893,29,950,4,135,3,-1,0
8894,51,568,4,37,1,-1,0
8895,35,160,4,141,6,-1,0
8896,50,306,4,117,1,-1,0
8897,28,1103,4,14,11,-1,0
8898,37,6,4,174,9,-1,0
8899,35,162,4,60,4,-1,0
8900,57,2892,4,235,5,-1,0
8901,28,-380,4,285,4,-1,0
8902,32,880,4,112,1,-1,0
8903,30,4787,4,99,2,-1,0
8904,52,4096,4,208,4,-1,0
8905,33,248,4,132,2,-1,0
8906,33,312,4,151,2,-1,0
8907,47,273,4,163,1,-1,0
8908,37,311,4,135,1,-1,0
8909,42,-172,4,179,1,-1,0
8910,26,3342,4,329,4,-1,0
8911,40,113,4,126,1,-1,0
8912,30,-97,4,126,2,-1,0
8913,31,454,4,119,1,-1,0
8914,26,1118,4,209,2,-1,0
8915,50,3423,4,192,6,-1,0
8916,28,710,4,341,2,-1,0
8917,51,226,4,17,13,-1,0
8918,49,203,4,167,1,-1,0
8919,42,717,4,152,6,-1,0
8920,36,138,4,84,3,-1,0
8921,39,217,4,341,4,-1,0
8922,33,934,4,244,2,-1,0
8923,40,2671,4,423,2,-1,0
8924,23,500,4,111,3,-1,0
8925,50,42,4,170,3,-1,0
8926,29,200,4,87,2,-1,0
8927,43,1450,4,227,2,-1,0
8928,36,1014,4,34,2,-1,0
8929,29,735,4,130,3,-1,0
8930,29,356,4,169,2,-1,0
8931,54,2957,4,392,2,-1,0
8932,42,250,4,46,16,-1,0
8933,49,266,4,39,2,-1,0
8934,39,1577,4,282,15,-1,0
8935,39,0,4,112,4,-1,0
8936,33,36,4,36,4,-1,0
8937,29,68,4,69,4,-1,0
8938,27,0,4,299,2,-1,0
8939,52,1049,4,80,6,-1,0
8940,34,553,4,729,2,-1,0
8941,44,0,4,389,5,-1,0
8942,39,1790,4,229,6,-1,0
8943,39,104,4,624,2,-1,0
8944,26,127,4,165,2,-1,0
8945,27,1913,4,216,2,-1,0
8946,24,933,4,122,1,-1,0
8947,27,201,4,172,2,-1,0
8948,41,759,4,79,10,-1,0
8949,36,244,4,702,2,-1,0
8950,59,87,4,65,10,-1,0
8951,29,-167,4,361,1,-1,0
8952,38,625,4,140,2,-1,0
8953,36,-159,4,382,3,-1,0
8954,43,350,4,128,1,-1,0
8955,32,255,4,175,1,-1,0
8956,26,-74,4,147,1,-1,0
8957,32,944,4,292,1,-1,0
8958,30,705,4,235,1,-1,0
8959,25,720,4,156,1,-1,0
8960,29,941,4,570,11,-1,0
8961,29,0,5,399,3,-1,0
8962,52,531,5,222,1,-1,0
8963,44,7454,5,243,1,-1,0
8964,56,62,5,243,1,-1,0
8965,55,0,5,38,1,-1,0
8966,35,182,5,379,1,-1,0
8967,59,0,5,307,1,-1,0
8968,41,5,5,178,1,-1,0
8969,36,135,5,308,1,-1,0
8970,56,0,5,27,1,-1,0
8971,43,356,5,80,1,-1,0
8972,56,314,5,75,1,-1,0
8973,48,395,5,168,1,-1,0
8974,53,1630,5,160,1,-1,0
8975,39,-491,5,179,1,-1,0
8976,50,705,5,504,1,-1,0
8977,35,344,5,25,1,-1,0
8978,46,198,5,49,1,-1,0
8979,39,9121,5,147,1,-1,0
8980,40,11,5,83,3,-1,0
8981,49,1944,5,773,1,-1,0
8982,39,835,5,135,1,-1,0
8983,56,882,5,169,1,-1,0
8984,43,-250,5,104,1,-1,0
8985,33,1240,5,400,2,-1,0
8986,53,1903,5,827,1,-1,0
8987,51,119,5,112,2,-1,0
8988,47,0,5,124,1,-1,0
8989,38,0,5,56,1,-1,0
8990,60,0,5,124,1,-1,0
8991,38,1365,5,224,1,-1,0
8992,38,-3,5,172,1,-1,0
8993,38,1574,5,636,1,-1,0
8994,54,153,5,40,1,-1,0
8995,59,848,5,63,1,-1,0
8996,59,56,5,396,1,-1,0
8997,37,325,5,487,1,-1,0
8998,40,-222,5,221,1,-1,0
8999,41,261,5,222,1,-1,0
9000,51,0,5,78,1,-1,0
9001,46,488,5,92,1,-1,0
9002,59,3940,5,48,2,-1,0
9003,49,9824,5,69,1,-1,0
9004,48,257,5,333,2,-1,0
9005,35,-640,5,78,6,-1,0
9006,36,0,5,131,1,-1,0
9007,50,883,5,170,1,-1,0
9008,52,8251,5,397,1,-1,0
9009,44,1910,5,41,1,-1,0
9010,51,1649,5,93,1,-1,0
9011,36,1772,5,208,1,-1,0
9012,58,590,5,133,1,-1,0
9013,39,0,5,133,1,-1,0
9014,42,4209,5,57,6,-1,0
9015,57,561,5,21,1,-1,0
9016,46,2800,5,47,1,-1,0
9017,53,1619,5,89,1,-1,0
9018,51,2281,5,163,1,-1,0
9019,43,522,5,86,1,-1,0
9020,30,2551,5,142,2,-1,0
9021,25,150,5,492,2,-1,0
9022,40,440,5,327,2,-1,0
9023,37,213,5,323,1,-1,0
9024,53,0,5,189,1,-1,0
9025,59,0,5,812,1,-1,0
9026,55,282,5,99,2,-1,0
9027,37,-97,5,135,2,-1,0
9028,48,0,5,428,1,-1,0
9029,44,296,5,169,1,-1,0
9030,37,151,5,202,1,-1,0
9031,42,1037,5,271,1,-1,0
9032,37,2132,5,232,1,-1,0
